2020-11-19 15:15:28,301 training_info INFO: DATASET:
  DATA_DIR: train
  IMAGE_SIZE: 512
EVAL:
  BATCH_SIZE: 8
  MODEL_PATH: 
  SAVE_DIR: ./output
  SAVE_FREQUENCY: 25
MODEL:
  BACKBONE: resnet50
  MODEL: delg_global
  MODEL_DIR: models
SYSTEM:
  DEVICE: cuda:0
  NUM_WORKERS: 4
TRAIN:
  BATCH_SIZE: 8
  EPOCHS: 100
  OPTIM:
    ADAM_BETAS: (0.9, 0.95)
    BASE_LR: 0.001
    LR_DECAY_FREQUENCY: 10
    LR_DECAY_RATE: 0.75
    OPTIMIZER: sgd
    SGD_MOMENTUM: 0.9
2020-11-19 15:15:28,302 training_info INFO: numer of classes: 75
2020-11-19 15:16:49,566 training_info INFO: epoch: 0, time: 81.25 s, lr: 0.00100, train loss: 6.15910, validation loss: 2.16856, acc_m: 53.58166, gap_m: 0.48901
2020-11-19 15:18:09,705 training_info INFO: epoch: 1, time: 79.44 s, lr: 0.00100, train loss: 3.70826, validation loss: 1.49566, acc_m: 65.90258, gap_m: 0.62581
2020-11-19 15:19:29,827 training_info INFO: epoch: 2, time: 79.43 s, lr: 0.00100, train loss: 3.04359, validation loss: 1.11642, acc_m: 73.35244, gap_m: 0.71351
2020-11-19 15:20:50,245 training_info INFO: epoch: 3, time: 79.66 s, lr: 0.00100, train loss: 2.41983, validation loss: 0.83948, acc_m: 79.08309, gap_m: 0.77329
2020-11-19 15:22:10,173 training_info INFO: epoch: 4, time: 79.24 s, lr: 0.00100, train loss: 1.83447, validation loss: 0.58985, acc_m: 85.38682, gap_m: 0.83846
2020-11-19 15:23:30,018 training_info INFO: epoch: 5, time: 79.17 s, lr: 0.00100, train loss: 1.47892, validation loss: 0.63788, acc_m: 84.81375, gap_m: 0.82764
2020-11-19 15:24:50,714 training_info INFO: epoch: 6, time: 80.01 s, lr: 0.00100, train loss: 0.95964, validation loss: 0.29480, acc_m: 89.68481, gap_m: 0.88452
2020-11-19 15:26:10,613 training_info INFO: epoch: 7, time: 79.19 s, lr: 0.00100, train loss: 0.56543, validation loss: 0.25758, acc_m: 92.83668, gap_m: 0.91006
2020-11-19 15:27:30,344 training_info INFO: epoch: 8, time: 79.03 s, lr: 0.00100, train loss: 0.45377, validation loss: 0.27487, acc_m: 93.12321, gap_m: 0.91608
2020-11-19 15:28:50,478 training_info INFO: epoch: 9, time: 79.42 s, lr: 0.00100, train loss: 0.29759, validation loss: 0.24522, acc_m: 94.55587, gap_m: 0.93946
2020-11-19 15:30:11,253 training_info INFO: epoch: 10, time: 80.08 s, lr: 0.00075, train loss: 0.26033, validation loss: 0.11763, acc_m: 96.56160, gap_m: 0.95933
2020-11-19 15:31:31,964 training_info INFO: epoch: 11, time: 79.99 s, lr: 0.00075, train loss: 0.18960, validation loss: 0.14358, acc_m: 95.70201, gap_m: 0.95003
2020-11-19 15:32:52,040 training_info INFO: epoch: 12, time: 79.40 s, lr: 0.00075, train loss: 0.13250, validation loss: 0.15238, acc_m: 95.41547, gap_m: 0.94684
2020-11-19 15:34:12,215 training_info INFO: epoch: 13, time: 79.51 s, lr: 0.00075, train loss: 0.11904, validation loss: 0.16087, acc_m: 96.56160, gap_m: 0.95857
2020-11-19 15:35:32,122 training_info INFO: epoch: 14, time: 79.21 s, lr: 0.00075, train loss: 0.10196, validation loss: 0.11442, acc_m: 97.13467, gap_m: 0.96620
2020-11-19 15:36:52,289 training_info INFO: epoch: 15, time: 79.48 s, lr: 0.00075, train loss: 0.06881, validation loss: 0.09465, acc_m: 96.84814, gap_m: 0.96508
2020-11-19 15:38:12,727 training_info INFO: epoch: 16, time: 79.77 s, lr: 0.00075, train loss: 0.09670, validation loss: 0.13402, acc_m: 96.27507, gap_m: 0.95726
2020-11-19 15:39:32,954 training_info INFO: epoch: 17, time: 79.49 s, lr: 0.00075, train loss: 0.08959, validation loss: 0.10351, acc_m: 95.98854, gap_m: 0.95559
2020-11-19 15:40:54,891 training_info INFO: epoch: 18, time: 81.26 s, lr: 0.00075, train loss: 0.07084, validation loss: 0.12023, acc_m: 96.56160, gap_m: 0.96226
2020-11-19 15:42:15,034 training_info INFO: epoch: 19, time: 79.46 s, lr: 0.00075, train loss: 0.06444, validation loss: 0.09327, acc_m: 96.84814, gap_m: 0.96658
